城市,GRP（单位：亿元）,AI百度指数,政策数量,科学技术支出（单位：万元）,教育支出（单位：万元）,年份,全部企业,注销,注销率
无锡市,11438.62,155849,2,496770,1667250,2018,1790,0.0,0.0
无锡市,11852.0,153107,3,552100,1782000,2019,2243,7.0,0.003120820329915292
无锡市,12370.0,139808,4,489234,2032688,2020,3744,26.0,0.006944444444444444
无锡市,14003.0,120385,4,645468,2168942,2021,5749,150.0,0.026091494172899635
无锡市,14851.0,121349,9,628900,2125000,2022,7504,304.0,0.04051172707889126
无锡市,15456.0,164473,11,698997,2198255,2023,9513,425.0,0.04467570692736256
日照市,1670.8,50008,0,22793,409078,2015,169,0.0,0.0
日照市,1802.49,61465,0,25252,449436,2016,238,0.0,0.0
日照市,2009.0,76145,1,41375,484538,2017,302,0.0,0.0
日照市,2202.17,82933,4,73908,538654,2018,407,1.0,0.002457002457002457
日照市,1949.0,75318,16,91396,558964,2019,574,6.0,0.010452961672473868
日照市,2006.0,77901,19,89918,595436,2020,884,17.0,0.019230769230769232
日照市,2212.0,73121,19,76675,610481,2021,1409,76.0,0.0539389638041164
日照市,2307.0,75853,14,79975,686608,2022,1959,122.0,0.062276671771311895
日照市,2391.0,86013,14,121130,699631,2023,2521,225.0,0.08925029750099167
昆明市,3968.0051,114077,0,144691,927118,2015,1123,0.0,0.0
昆明市,4300.078,137093,0,151578,1091141,2016,1379,1.0,0.0007251631617113851
昆明市,4858.0,162582,0,168930,1181689,2017,1693,4.0,0.002362669816893089
昆明市,5206.8979,179647,1,180075,1300493,2018,2065,16.0,0.00774818401937046
昆明市,6476.0,171617,4,188652,1356934,2019,2523,22.0,0.008719778042013475
昆明市,6734.0,145230,5,168752,1433931,2020,3235,98.0,0.030293663060278208
昆明市,7223.0,131812,3,186211,1446624,2021,4725,337.0,0.07132275132275133
昆明市,7541.0,131394,2,148816,1415414,2022,7380,836.0,0.11327913279132791
昆明市,7865.0,206579,5,88437,1418778,2023,14371,1721.0,0.11975506227819915
昭通市,708.3761,23952,0,7542,695024,2015,24,0.0,0.0
昭通市,765.5307,30316,0,8121,849456,2016,32,0.0,0.0
昭通市,832.45,41637,0,9494,999357,2017,51,0.0,0.0
昭通市,889.5404,45667,1,9779,1159186,2018,68,4.0,0.058823529411764705
昭通市,1194.0,47125,3,10026,1102933,2019,90,1.0,0.011111111111111112
昭通市,1289.0,48262,3,9147,1359733,2020,119,1.0,0.008403361344537815
昭通市,1462.0,35028,2,7518,1248507,2021,211,29.0,0.13744075829383887
昭通市,1541.0,37970,1,8110,1194563,2022,329,37.0,0.11246200607902736
昭通市,1644.0,59733,4,6847,1184085,2023,473,39.0,0.0824524312896406
晋中市,1046.1155,69165,0,19036,520349,2015,82,0.0,0.0
晋中市,1091.1041,75194,0,15134,459275,2016,108,0.0,0.0
晋中市,1284.9233,86420,0,24569,488690,2017,129,0.0,0.0
晋中市,1447.6039,85996,0,22871,530385,2018,174,0.0,0.0
晋中市,1460.0,81992,0,27282,538654,2019,222,0.0,0.0
晋中市,1469.0,85657,3,27473,587806,2020,291,1.0,0.003436426116838488
晋中市,1844.0,76720,5,24208,596925,2021,552,11.0,0.019927536231884056
晋中市,2112.0,76957,5,59423,640165,2022,798,32.0,0.040100250626566414
晋中市,2091.0,96627,3,53888,619498,2023,1035,75.0,0.07246376811594203
晋城市,1040.2416,37002,0,22428,372241,2015,82,0.0,0.0
晋城市,1049.34,45797,1,9704,336436,2016,106,0.0,0.0
晋城市,1151.5357,63124,1,13307,337864,2017,129,0.0,0.0
晋城市,1351.853,69323,1,15057,354831,2018,175,0.0,0.0
晋城市,1355.0,64740,0,28419,375418,2019,234,0.0,0.0
晋城市,1426.0,71602,3,34747,396119,2020,291,0.0,0.0
晋城市,1912.0,51021,5,25683,413349,2021,457,4.0,0.0087527352297593
晋城市,2305.0,53013,5,26587,453159,2022,682,34.0,0.04985337243401759
晋城市,2333.0,68461,3,36995,464313,2023,928,67.0,0.07219827586206896
普洱市,514.0121,0,0,13067,345193,2015,17,0.0,0.0
普洱市,567.5443,0,0,14040,419007,2016,22,0.0,0.0
普洱市,624.59,12960,0,15395,478032,2017,27,0.0,0.0
普洱市,662.4768,32187,1,15083,485879,2018,38,1.0,0.02631578947368421
普洱市,875.0,33905,3,14400,456759,2019,53,0.0,0.0
普洱市,945.0,30536,3,11696,497548,2020,69,2.0,0.028985507246376812
普洱市,1029.0,37638,2,13281,521214,2021,107,10.0,0.09345794392523364
普洱市,1073.0,33992,1,10091,503583,2022,179,7.0,0.03910614525139665
普洱市,1091.0,53637,4,8152,506296,2023,286,18.0,0.06293706293706294
景德镇市,772.0557,31804,0,26071,249324,2015,21,0.0,0.0
景德镇市,840.1484,41794,0,18680,262742,2016,30,0.0,0.0
景德镇市,878.25,57175,1,39606,278696,2017,49,0.0,0.0
景德镇市,846.5982,66292,2,26667,300890,2018,68,0.0,0.0
景德镇市,926.0,66224,2,46447,360764,2019,96,0.0,0.0
景德镇市,957.0,64290,1,51461,384616,2020,174,2.0,0.011494252873563218
景德镇市,1102.0,62906,2,55304,390205,2021,274,13.0,0.04744525547445255
景德镇市,1192.0,44411,3,69570,417406,2022,375,26.0,0.06933333333333333
景德镇市,1201.0,65056,5,77450,439094,2023,496,30.0,0.06048387096774194
曲靖市,1650.2574,42529,0,23858,868348,2015,65,0.0,0.0
曲靖市,1775.1063,61936,0,25665,941203,2016,77,0.0,0.0
曲靖市,1941.0,72981,0,27744,1146960,2017,94,1.0,0.010638297872340425
曲靖市,2013.3556,75014,1,14754,1224509,2018,126,0.0,0.0
曲靖市,2638.0,71940,3,17074,1179724,2019,169,3.0,0.01775147928994083
曲靖市,2959.0,66339,3,18394,1231347,2020,210,2.0,0.009523809523809525
曲靖市,3394.0,58407,2,21258,1246507,2021,333,40.0,0.12012012012012012
曲靖市,3802.0,62212,1,13971,1210737,2022,574,72.0,0.1254355400696864
曲靖市,4049.0,83110,4,15155,1205316,2023,882,70.0,0.07936507936507936
朔州市,901.1301,17293,0,9247,260394,2015,37,0.0,0.0
朔州市,918.064,20700,0,4645,240244,2016,51,0.0,0.0
朔州市,980.223,39709,0,8127,233470,2017,59,0.0,0.0
朔州市,1065.6332,47534,0,5616,268857,2018,75,0.0,0.0
朔州市,1062.0,41584,0,6581,272249,2019,95,0.0,0.0
朔州市,1100.0,51432,3,4538,287790,2020,133,1.0,0.007518796992481203
朔州市,1421.0,35448,5,12979,281125,2021,186,3.0,0.016129032258064516
朔州市,1536.0,41367,5,8273,346141,2022,265,4.0,0.01509433962264151
朔州市,1539.0,50690,3,14263,423864,2023,385,17.0,0.04415584415584416
朝阳市,854.7329,27380,0,5144,310194,2015,40,0.0,0.0
朝阳市,716.5334,33794,0,3364,328459,2016,50,0.0,0.0
朝阳市,762.7,42520,1,3797,375108,2017,64,0.0,0.0
朝阳市,831.4297,52793,1,4106,401693,2018,92,0.0,0.0
朝阳市,843.0,49985,1,4025,452435,2019,134,1.0,0.007462686567164179
朝阳市,876.0,58619,1,4073,494893,2020,244,3.0,0.012295081967213115
朝阳市,945.0,44694,1,4571,440862,2021,385,16.0,0.04155844155844156
朝阳市,995.0,47497,2,2875,471194,2022,534,39.0,0.07303370786516854
朝阳市,1044.0,56715,1,2535,468707,2023,647,56.0,0.0865533230293663
本溪市,1164.6927,37756,0,12273,193262,2015,19,0.0,0.0
本溪市,766.7098,39612,0,5920,189195,2016,28,0.0,0.0
本溪市,777.1,49555,1,4933,190208,2017,40,0.0,0.0
本溪市,823.0867,54420,1,2700,161804,2018,54,0.0,0.0
本溪市,781.0,53171,1,2242,175673,2019,70,2.0,0.02857142857142857
本溪市,810.0,59130,1,1447,183333,2020,98,1.0,0.01020408163265306
本溪市,894.0,40594,1,2498,178490,2021,149,1.0,0.006711409395973154
本溪市,931.0,39901,2,1895,183073,2022,185,6.0,0.032432432432432434
本溪市,971.0,55066,1,2840,164844,2023,220,12.0,0.05454545454545454
来宾市,557.6985,11047,0,6799,287280,2015,26,0.0,0.0
来宾市,589.1105,19628,0,4545,333314,2016,34,0.0,0.0
来宾市,663.692874,27740,0,2532,311471,2017,39,0.0,0.0
来宾市,692.4112,25008,3,2344,327919,2018,49,0.0,0.0
来宾市,654.0,23477,3,1794,316576,2019,70,0.0,0.0
来宾市,706.0,33728,6,2343,368833,2020,110,1.0,0.00909090909090909
来宾市,833.0,21408,16,4684,413580,2021,168,5.0,0.02976190476190476
来宾市,901.0,25643,23,18279,414664,2022,238,11.0,0.046218487394957986
来宾市,981.0,44768,22,30280,426674,2023,299,9.0,0.030100334448160536
杭州市,10050.2079,197380,0,701490,2234425,2015,3894,1.0,0.00025680534155110427
杭州市,11313.7223,236810,0,749190,2530114,2016,5063,0.0,0.0
杭州市,12603.36,430634,3,923236,2792968,2017,6632,4.0,0.0006031363088057901
杭州市,13509.1508,469447,5,1182090,3154350,2018,8782,30.0,0.003416078342063311
杭州市,15373.0,418739,11,1481879,3635648,2019,11618,102.0,0.008779480117059734
杭州市,16106.0,320490,16,1443254,4033432,2020,19739,687.0,0.034804194741374944
杭州市,18109.0,263680,22,1796737,4662642,2021,28786,1299.0,0.045126102966719935
杭州市,18753.0,264055,22,2077342,5000916,2022,37565,2040.0,0.054305869825635567
杭州市,20059.0,409331,22,2429074,5601784,2023,47332,2690.0,0.056832586833431925
松原市,1637.3003,26909,0,2099,325241,2015,33,0.0,0.0
松原市,1651.6898,32004,0,4305,351450,2016,46,0.0,0.0
松原市,1372.5133,42423,2,2619,367008,2017,61,0.0,0.0
松原市,1373.6009,52664,4,1966,353325,2018,79,0.0,0.0
松原市,730.0,53743,4,6170,366459,2019,105,2.0,0.01904761904761905
松原市,753.0,49914,2,4022,363000,2020,145,1.0,0.006896551724137931
松原市,818.0,37875,6,3839,322000,2021,230,9.0,0.0391304347826087
松原市,873.0,35932,7,1401,369074,2022,309,23.0,0.0744336569579288
松原市,893.0,45557,9,5272,399127,2023,393,25.0,0.06361323155216285
枣庄市,2031.0028,58767,0,12482,460601,2015,129,0.0,0.0
枣庄市,2142.6335,68768,0,16715,490993,2016,188,0.0,0.0
枣庄市,2303.67,77614,1,21150,508597,2017,250,0.0,0.0
枣庄市,2402.38,87607,4,28093,560080,2018,337,1.0,0.002967359050445104
枣庄市,1694.0,82293,15,37152,587495,2019,478,3.0,0.006276150627615063
枣庄市,1733.0,82252,18,26359,626752,2020,937,12.0,0.012806830309498399
枣庄市,1952.0,68313,19,24046,648041,2021,1581,57.0,0.036053130929791274
枣庄市,2039.0,68785,15,33308,733422,2022,2156,215.0,0.09972170686456401
枣庄市,2157.0,88392,15,33509,763735,2023,2780,268.0,0.09640287769784173
柳州市,2298.6169,63740,0,36043,669697,2015,203,0.0,0.0
柳州市,2476.9396,69885,0,41497,680635,2016,278,0.0,0.0
柳州市,2755.64244,85947,0,41332,707633,2017,370,0.0,0.0
柳州市,3053.6457,88189,3,38768,733122,2018,485,1.0,0.002061855670103093
柳州市,3128.0,89139,3,56431,797454,2019,603,3.0,0.004975124378109453
柳州市,3177.0,87317,6,42873,851989,2020,952,7.0,0.007352941176470588
柳州市,3057.0,78086,18,50155,855933,2021,1453,48.0,0.03303509979353063
柳州市,3109.0,74797,25,40867,843479,2022,1919,73.0,0.03804064616988015
柳州市,3116.0,92836,24,26641,787578,2023,2265,139.0,0.06136865342163356
株洲市,2335.1075,59716,0,76422,424953,2015,145,0.0,0.0
株洲市,2488.4543,70110,0,66079,533096,2016,187,2.0,0.0106951871657754
株洲市,2530.01,87231,0,120030,544617,2017,232,0.0,0.0
株洲市,2631.5423,89962,1,176280,601984,2018,279,0.0,0.0
株洲市,3003.0,87676,4,258653,625141,2019,387,14.0,0.03617571059431524
株洲市,3106.0,83158,5,363967,647965,2020,498,14.0,0.028112449799196786
株洲市,3420.0,73951,8,315384,712870,2021,716,72.0,0.1005586592178771
株洲市,3617.0,74471,11,405891,752317,2022,1056,138.0,0.13068181818181818
株洲市,3668.0,91577,15,427348,776254,2023,1569,160.0,0.10197578075207138
桂林市,1942.9668,73555,0,33405,656968,2015,187,0.0,0.0
桂林市,2054.8216,83394,0,35700,727542,2016,235,0.0,0.0
桂林市,2045.180726,96981,0,25574,772764,2017,295,0.0,0.0
桂林市,2003.6055,101076,4,26620,728032,2018,362,0.0,0.0
桂林市,2106.0,97194,4,27301,765734,2019,460,1.0,0.002173913043478261
桂林市,2130.0,95568,7,27639,758734,2020,710,6.0,0.008450704225352112
桂林市,2311.0,89046,16,24985,797936,2021,1150,41.0,0.035652173913043476
桂林市,2436.0,87181,23,55422,822523,2022,1496,106.0,0.07085561497326204
桂林市,2523.0,108049,22,57470,827670,2023,1821,130.0,0.071389346512905
梅州市,959.7781,42999,0,40733,683927,2015,72,0.0,0.0
梅州市,1045.5668,50939,0,35423,732294,2016,94,0.0,0.0
梅州市,1075.4252,69712,0,61918,787524,2017,137,1.0,0.0072992700729927005
梅州市,1110.2133,76928,2,82364,773781,2018,170,0.0,0.0
梅州市,1187.0,72509,4,69695,834771,2019,224,0.0,0.0
梅州市,1208.0,78925,10,52928,860623,2020,318,2.0,0.006289308176100629
梅州市,1308.0,57290,12,22732,893339,2021,506,26.0,0.05138339920948617
梅州市,1318.0,58431,14,18305,910840,2022,707,38.0,0.05374823196605375
梅州市,1408.0,80016,11,22008,920739,2023,936,61.0,0.06517094017094018
梧州市,1078.5858,32838,0,15257,430373,2015,29,0.0,0.0
梧州市,1175.6486,42750,0,10252,471369,2016,44,0.0,0.0
梧州市,1338.10497,68983,0,11509,497093,2017,53,0.0,0.0
梧州市,1029.847,70689,3,21149,474705,2018,76,0.0,0.0
梧州市,991.0,59480,3,14519,575193,2019,105,2.0,0.01904761904761905
梧州市,1081.0,63014,6,18321,526388,2020,185,1.0,0.005405405405405406
梧州市,1369.0,41564,16,26545,529843,2021,346,11.0,0.031791907514450865
梧州市,1420.0,47398,23,44227,530337,2022,479,33.0,0.06889352818371608
梧州市,1491.0,70163,22,41557,551209,2023,548,43.0,0.07846715328467153
榆林市,2621.29,41484,0,19932,224686,2015,208,0.0,0.0
榆林市,2773.054,50229,0,56526,920029,2016,287,0.0,0.0
榆林市,3361.0,69297,1,60697,1016366,2017,360,2.0,0.005555555555555556
榆林市,3848.619,77865,3,61855,1103075,2018,455,1.0,0.002197802197802198
榆林市,4136.0,77784,5,40202,1241819,2019,566,2.0,0.0035335689045936395
榆林市,4090.0,74737,6,38118,1242882,2020,840,74.0,0.0880952380952381
榆林市,5435.0,66620,4,50310,1306858,2021,1287,111.0,0.08624708624708624
榆林市,6844.0,63295,2,186216,1471095,2022,1691,93.0,0.05499704316972206
榆林市,7091.0,80507,1,195456,1537755,2023,2286,106.0,0.04636920384951881
武威市,416.1872,21579,0,5952,269953,2015,30,0.0,0.0
武威市,461.7272,33402,0,291349,62808,2016,55,0.0,0.0
武威市,430.435933,29501,0,7472,306035,2017,75,0.0,0.0
武威市,469.2653,30916,2,7213,327658,2018,101,1.0,0.009900990099009901
武威市,488.0,37212,2,8031,358948,2019,129,1.0,0.007751937984496124
武威市,526.0,40299,3,11228,366836,2020,152,0.0,0.0
武威市,600.0,17128,1,6653,369065,2021,214,4.0,0.018691588785046728
武威市,663.0,26999,2,18075,380471,2022,275,9.0,0.03272727272727273
武威市,708.0,42074,1,27157,388964,2023,368,16.0,0.043478260869565216
武汉市,10905.6,176113,0,681890,1842041,2015,2761,0.0,0.0
武汉市,11912.61,222418,0,864219,2310728,2016,3504,2.0,0.0005707762557077625
武汉市,13410.34,313635,3,1129906,2679919,2017,4456,1.0,0.0002244165170556553
武汉市,14847.29,333732,4,1344072,2599758,2018,5774,17.0,0.0029442327675788015
武汉市,16223.0,308929,5,1764277,2911958,2019,7804,52.0,0.006663249615581753
武汉市,15616.0,239952,12,1526677,2929129,2020,9864,82.0,0.008313057583130576
武汉市,17717.0,204767,28,1902166,3080660,2021,16332,313.0,0.019164829782023024
武汉市,18866.0,203420,43,1777569,3218403,2022,23098,955.0,0.041345571045112134
武汉市,20012.0,314617,40,1813716,3394781,2023,33155,1746.0,0.05266174031066204
毕节市,1461.3476,35512,0,24599,1117134,2015,26,0.0,0.0
毕节市,1625.79,40539,0,31597,1224705,2016,42,0.0,0.0
毕节市,1842.0,61195,0,106618,1297855,2017,56,0.0,0.0
毕节市,1921.4253,69098,2,167912,1483088,2018,78,0.0,0.0
毕节市,1901.0,68899,2,186433,1599114,2019,112,1.0,0.008928571428571428
毕节市,2020.0,66965,2,182000,1700500,2020,167,0.0,0.0
毕节市,2181.0,61676,1,91100,1688700,2021,273,14.0,0.05128205128205128
毕节市,2207.0,53126,3,49100,1726400,2022,484,18.0,0.0371900826446281
毕节市,2302.0,68872,3,47612,1752961,2023,793,42.0,0.05296343001261034
永州市,1418.1762,31007,0,21665,623193,2015,35,0.0,0.0
永州市,1565.8072,38393,0,23928,717648,2016,57,0.0,0.0
永州市,1652.65,57071,0,42140,764935,2017,75,1.0,0.013333333333333334
永州市,1805.6499,78266,1,52193,840460,2018,100,5.0,0.05
永州市,2017.0,75910,4,74520,915699,2019,145,18.0,0.12413793103448276
永州市,2108.0,74463,5,102795,964456,2020,183,22.0,0.12021857923497267
永州市,2261.0,54526,8,121481,975298,2021,264,31.0,0.11742424242424243
永州市,2410.0,56170,11,151942,1027675,2022,456,59.0,0.12938596491228072
永州市,2496.0,75562,15,147071,1090493,2023,681,55.0,0.08076358296622614
汉中市,1064.83,35692,0,15346,542477,2015,67,0.0,0.0
汉中市,1156.492,39321,0,17308,581332,2016,86,0.0,0.0
汉中市,1333.0,64511,1,18202,602428,2017,116,0.0,0.0
汉中市,1471.88,73218,3,19169,617950,2018,147,1.0,0.006802721088435374
汉中市,1548.0,64677,5,27551,658860,2019,190,17.0,0.08947368421052632
汉中市,1593.0,65908,6,27447,660298,2020,304,38.0,0.125
汉中市,1769.0,52798,4,43065,667396,2021,500,90.0,0.18
汉中市,1905.0,54066,2,46692,681622,2022,716,60.0,0.08379888268156424
汉中市,1895.0,73255,1,64150,694972,2023,937,56.0,0.05976520811099253
汕头市,1868.0251,84765,0,34155,737062,2015,155,0.0,0.0
汕头市,2080.9729,89380,0,58376,760300,2016,199,0.0,0.0
汕头市,2350.9749,106654,0,49200,789092,2017,266,1.0,0.0037593984962406013
汕头市,2512.0504,111781,2,39795,830271,2018,332,1.0,0.0030120481927710845
汕头市,2694.0,112820,5,63821,937080,2019,407,6.0,0.014742014742014743
汕头市,2731.0,115839,11,54899,946561,2020,533,10.0,0.01876172607879925
汕头市,2930.0,97676,13,65088,1022626,2021,813,7.0,0.008610086100861008
汕头市,3017.0,96326,14,33417,946502,2022,1069,51.0,0.047708138447146865
汕头市,3158.0,117980,11,36172,1013873,2023,1377,80.0,0.05809731299927379
汕尾市,762.0631,36104,0,22498,397032,2015,25,0.0,0.0
汕尾市,828.4882,47685,0,36853,421750,2016,33,0.0,0.0
汕尾市,850.9064,66169,0,45660,408397,2017,43,0.0,0.0
汕尾市,920.3183,68215,2,59644,498080,2018,56,0.0,0.0
汕尾市,1080.0,64554,4,21029,555056,2019,81,1.0,0.012345679012345678
汕尾市,1124.0,67935,10,33876,587092,2020,129,2.0,0.015503875968992248
汕尾市,1288.0,50206,12,51258,600530,2021,249,11.0,0.04417670682730924
汕尾市,1322.0,52635,14,37261,657772,2022,389,28.0,0.07197943444730077
汕尾市,1431.0,70145,11,30353,597705,2023,518,37.0,0.07142857142857142
江门市,2240.0243,77926,0,79850,641516,2015,133,0.0,0.0
江门市,2418.7806,84707,0,94638,671034,2016,173,0.0,0.0
江门市,2690.2505,100139,0,110216,732484,2017,222,1.0,0.0045045045045045045
江门市,2900.4073,106653,2,132816,796835,2018,292,1.0,0.003424657534246575
江门市,3147.0,103862,4,153988,850385,2019,372,4.0,0.010752688172043012
江门市,3201.0,99559,10,167329,870990,2020,483,7.0,0.014492753623188406
江门市,3601.0,86476,12,175065,900034,2021,844,16.0,0.018957345971563982
江门市,3773.0,84106,14,159334,900471,2022,1163,52.0,0.04471195184866724
江门市,4022.0,102405,11,127247,901053,2023,1571,51.0,0.032463399108847865
池州市,544.7404,16727,0,19072,197459,2015,33,0.0,0.0
池州市,589.0196,22072,0,17851,197653,2016,37,0.0,0.0
池州市,624.35,38367,1,12792,199971,2017,47,0.0,0.0
池州市,684.9253,48432,5,25808,220244,2018,64,0.0,0.0
池州市,832.0,46182,6,24401,236855,2019,78,0.0,0.0
池州市,869.0,49236,8,26987,251653,2020,114,0.0,0.0
池州市,1004.0,46930,5,27417,258655,2021,219,6.0,0.0273972602739726
池州市,1079.0,40522,9,27505,275892,2022,315,19.0,0.06031746031746032
池州市,1112.0,51281,11,38475,302270,2023,418,39.0,0.09330143540669857
沈阳市,7272.3051,116591,0,234542,1075909,2015,1060,0.0,0.0
沈阳市,5546.4498,125365,0,223880,1151256,2016,1371,1.0,0.0007293946024799417
沈阳市,5784.7,167356,2,161669,1144224,2017,1814,4.0,0.002205071664829107
沈阳市,6292.3981,192411,6,181126,1152055,2018,2315,8.0,0.0034557235421166306
沈阳市,6470.0,195604,7,199013,1184021,2019,2989,24.0,0.008029441284710606
沈阳市,6572.0,164329,12,225712,1204395,2020,4858,90.0,0.018526142445450804
沈阳市,7249.0,140274,9,234322,1130135,2021,7416,480.0,0.06472491909385113
沈阳市,7696.0,135965,9,249351,1185792,2022,9716,514.0,0.05290242898312063
沈阳市,8122.0,182360,3,349157,1211684,2023,12471,710.0,0.056932082431240476
沧州市,3320.6328,72675,0,18456,1034550,2015,71,0.0,0.0
沧州市,3544.68,86680,1,43578,1066808,2016,92,1.0,0.010869565217391304
沧州市,867.0,96951,2,46063,1220731,2017,121,1.0,0.008264462809917356
沧州市,3676.4121,95558,4,57651,1306344,2018,153,4.0,0.026143790849673203
沧州市,3588.0,92981,5,49422,1506790,2019,213,6.0,0.028169014084507043
沧州市,3700.0,97031,4,59138,1557936,2020,272,8.0,0.029411764705882353
沧州市,4163.0,83507,4,60020,1564740,2021,330,14.0,0.04242424242424243
沧州市,4388.0,82096,3,48362,1615535,2022,468,40.0,0.08547008547008547
沧州市,4440.0,96310,3,64472,1670410,2023,792,85.0,0.10732323232323232
河池市,618.0346,23294,0,15162,538245,2015,26,0.0,0.0
河池市,657.1808,34177,0,12616,576263,2016,35,0.0,0.0
河池市,734.602398,49180,0,12191,610975,2017,51,0.0,0.0
河池市,788.2999,46376,3,11294,607146,2018,58,0.0,0.0
河池市,878.0,45677,3,8198,652973,2019,86,0.0,0.0
河池市,928.0,49302,6,6540,698946,2020,146,1.0,0.00684931506849315
河池市,1042.0,34378,16,5590,711631,2021,241,3.0,0.012448132780082987
河池市,1136.0,37365,23,48461,772882,2022,311,29.0,0.0932475884244373
河池市,1163.0,59929,22,49977,788453,2023,388,32.0,0.08247422680412371
河源市,810.0793,31387,0,45390,456155,2015,73,0.0,0.0
河源市,898.7162,43302,0,54133,542639,2016,102,0.0,0.0
河源市,946.160754518548,62302,0,43028,584167,2017,134,1.0,0.007462686567164179
河源市,1006.0027,71275,2,75356,664558,2018,182,0.0,0.0
河源市,1080.0,67580,4,38868,718301,2019,243,1.0,0.00411522633744856
河源市,1103.0,67962,10,34099,735815,2020,363,4.0,0.011019283746556474
河源市,1274.0,53423,12,29531,714667,2021,595,22.0,0.03697478991596639
河源市,1295.0,53643,14,18633,720420,2022,805,42.0,0.05217391304347826
河源市,1348.0,73302,11,19775,744402,2023,967,96.0,0.09927611168562564
泉州市,6137.7139,109901,0,123785,1228361,2015,643,1.0,0.0015552099533437014
泉州市,6646.6294,127524,0,132399,1286821,2016,843,0.0,0.0
泉州市,7547.83,135159,2,149060,1381903,2017,1081,1.0,0.0009250693802035153
泉州市,8467.9768,146733,9,146891,1480850,2018,1426,19.0,0.01332398316970547
泉州市,9947.0,131667,16,157351,1509125,2019,1924,48.0,0.02494802494802495
泉州市,10159.0,126326,16,179534,1624948,2020,2883,271.0,0.09399930627818245
泉州市,11304.0,116063,13,183780,1670596,2021,4264,507.0,0.11890243902439024
泉州市,12103.0,112219,10,215447,2051474,2022,5683,468.0,0.08235087101882808
泉州市,12172.0,149218,14,249386,2140000,2023,7603,487.0,0.0640536630277522
泰安市,3158.39,64948,0,41214,650584,2015,235,0.0,0.0
泰安市,3316.79,71429,0,34247,647517,2016,304,0.0,0.0
泰安市,3578.39,81506,1,41736,690131,2017,397,0.0,0.0
泰安市,3651.53,93435,4,32054,748958,2018,534,1.0,0.0018726591760299626
泰安市,2664.0,92866,15,40196,819343,2019,731,3.0,0.004103967168262654
泰安市,2766.0,96164,18,35185,870469,2020,1138,13.0,0.011423550087873463
泰安市,2997.0,85787,18,37279,918945,2021,2021,125.0,0.06185056902523503
泰安市,3198.0,86451,14,49428,1013368,2022,2848,182.0,0.06390449438202248
泰安市,3324.0,97335,14,57930,1061754,2023,3814,340.0,0.08914525432616675
泰州市,3687.9,65900,0,112100,689500,2015,171,0.0,0.0
泰州市,4101.78,76060,0,116500,755900,2016,217,0.0,0.0
泰州市,4745.0,93683,0,132911,765702,2017,278,0.0,0.0
泰州市,5107.63,101339,2,151232,748948,2018,367,1.0,0.0027247956403269754
泰州市,5133.0,95739,3,177500,758600,2019,482,2.0,0.004149377593360996
泰州市,5313.0,94682,4,115345,804043,2020,972,14.0,0.01440329218106996
泰州市,6025.0,87771,4,158694,861564,2021,1506,33.0,0.021912350597609563
泰州市,6402.0,82643,8,162265,882745,2022,1905,125.0,0.06561679790026247
泰州市,6732.0,96967,10,154040,891359,2023,2442,132.0,0.05405405405405406
泸州市,1353.4133,37870,0,35197,607605,2015,79,0.0,0.0
泸州市,1481.9105,52558,0,37880,668091,2016,100,0.0,0.0
泸州市,1596.0,74989,0,31324,693513,2017,135,4.0,0.02962962962962963
泸州市,1694.9712,78156,5,30344,723746,2018,182,7.0,0.038461538461538464
泸州市,2081.0,70576,8,51891,791341,2019,247,21.0,0.08502024291497975
泸州市,2157.0,74088,11,43944,816570,2020,386,38.0,0.09844559585492228
泸州市,2406.0,61970,8,47668,829934,2021,572,86.0,0.15034965034965034
泸州市,2602.0,59840,9,29381,874155,2022,852,65.0,0.07629107981220658
泸州市,2726.0,82900,7,16050,901437,2023,1076,76.0,0.07063197026022305
洛阳市,3469.0273,82417,0,88889,857003,2015,226,0.0,0.0
洛阳市,3820.1075,86946,0,93307,944713,2016,310,0.0,0.0
洛阳市,4290.19,101949,1,135537,986725,2017,422,1.0,0.002369668246445498
洛阳市,4640.7821,105462,2,190121,1086694,2018,565,0.0,0.0
洛阳市,5035.0,101572,6,259827,1128514,2019,760,2.0,0.002631578947368421
洛阳市,5128.0,105830,9,271570,1203720,2020,1084,9.0,0.008302583025830259
洛阳市,5447.0,99552,11,330267,1087832,2021,1951,46.0,0.023577652485904665
洛阳市,5675.0,99175,10,362134,1113867,2022,2728,167.0,0.06121700879765396
洛阳市,5482.0,117633,9,423702,1193503,2023,3631,338.0,0.09308730377306527
济南市,6100.232,127909,0,114769,1163590,2015,2327,0.0,0.0
济南市,6536.1165,154500,0,118638,1308610,2016,2987,0.0,0.0
济南市,7152.0,206295,1,128982,1433433,2017,3814,0.0,0.0
济南市,7856.56,218461,9,210425,1530697,2018,4894,3.0,0.0006129955046996322
济南市,9443.0,212085,24,431758,1858212,2019,6626,20.0,0.003018412315122246
济南市,10141.0,174679,33,396473,2110114,2020,10365,314.0,0.030294259527255184
济南市,11432.0,165571,38,411774,2131020,2021,17010,597.0,0.03509700176366843
济南市,12027.0,159359,42,282396,2503700,2022,22422,1608.0,0.07171527963607172
济南市,12757.0,217929,42,465282,2452843,2023,28254,2209.0,0.07818362001840447
济宁市,4013.1243,84377,0,80339,1140273,2015,350,0.0,0.0
济宁市,4301.82,90033,0,76727,1249685,2016,479,0.0,0.0
